,Title,Artist,ReleaseDate,Lyrics,Popularity,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Valence,Tempo
218,He Loves U Not,Kidz Bop Kids,2002-08-20,"Give it your all girl, give it all ya got
Take your chance at a second hand shot
Say what you want girl
Do what you do
He's never gonna, gonna make it with you

Pulling petals off a flower trying to get your way
Keep pulling til' it says what you wanna say
Girl you can pick a field full of daisies
But he'd still be my baby
I know you can hardly wait till I'm away from him
Instinctively, I know what you're thinking
You'll be giving him an open invitation
But my baby won't be taken in

You can pout your cherry lips
Try to tempt him with a sweet kiss
You can flirt your pretty eyes
He ain't got his hands tied

No chains to unlock
So free to do what he wants
He's into what, he's got
He loves me, he loves you not
No matter what you do, he's never gonna be with you
He's into what he's got
He loves me, he loves you not

You're the kind of girl that is always up for do or dare
Only want him just because he's there
Always looking for a new ride
The grass is greener on the other side
You're the kind of girl who's not use to hearing no
All your lovers try to take you where you wanna go
It doesn't matter how hard you try, never gonna get with my guy

No chains to unlock
So free to do what he wants
He's into what, he's got (and that's me)
He loves me, he loves you not
No matter what you do, he is never gonna be with you
He's into what, he's got
He loves me, he loves you not

Doesn't matter what you do, he's never gonna be with you

Give it your all girl, give it all ya got
You can take your chance at a second hand shot
Say what you want girl, do what you do
He's never gonna make it with you

You can pout your cherry lips
Try to tempt him with a sweet kiss
You can flirt your pretty eyes
He ain't got his hands tied

No chains to unlock
So free to do what he wants
He's into what he's got
He loves me, he loves you not
No matter what you do, he's never gonna be with you
He is into what, he's got
Take your best shot
He loves me, he loves you not

No chains to unlock
So free to do what he wants
He's into what he's got, (and that's me)
He loves me, he loves you not
No matter what you do, he's never gonna be with you
He's into what he's got, (and that's me)
He loves me, he loves you not",8,0.231,0.768,0.479,0,0.136,-12.044,0.276,0.716,155.856
219,Here With Me,Kidz Bop Kids,2019-06-28,"[Verse 1]
I'm sorry if I seem uninterested
Or I'm not listenin', or I'm indifferent
Truly I ain't got no business here
But since my friends are here, I just came to kick it
But really I would rather be at home all by myself
Not in this room
With people who don't even care about my well-being
I don't dance, don't ask, I don't need a boyfriend
So you can, go back, please enjoy your party
I'll be here
Somewhere in the corner
Over here just where I wanna be
With this boy who's hollering
I can hardly hear
Over this music I don't listen to
And I don't wanna get with you
So tell my friends that I'll be over here

[Chorus]
Oh-oh-oh here, oh-oh-oh here
Oh I ask myself, what am I doin' here?
Oh-oh-oh here, oh-oh-oh here
And I can't wait 'til we can break up out of here

[Verse 2]
Excuse me if I seem a little unimpressed with this
An anti-social pessimist, but usually I don't mess with this
And I know you mean only the best
And your intentions aren't to bother me
But honestly I'd rather be
Somewhere with my people
We can kick it and just listen to
Some music with a message, like we usually do
And we'll discuss our big dreams
How we plan to take over the planet
Pardon my manners
I hope you'll understand that I'll be here
Not there in the kitchen
With the girl who's always gossiping about her friends
So tell them I'll be here
Right next to the boy I'm givin' up
Cause I can't take him saying stuff no more
Oh God why am I here?

[Chorus]
Oh-oh-oh here, oh-oh-oh here
Oh I ask myself, what am I doin' here?
Oh-oh-oh here, oh-oh-oh here
And I can't wait 'til we can break up out of here

[Bridge]
Hours later congregatin' next to the refrigerator
Some girl talkin' 'bout her haters, she ain't got none
How did it ever come to this? I shoulda never come to this
So holla at me, I'll be in the car when you're done
I'm stand-offish, don't want what you're offerin'
I'm done talkin', awfully sad it had to be that way
So tell my people when they're ready that I'm ready
And I'm standin' by the TV with my beanie low
Yo, I'll be over here

[Chorus]
Oh-oh-oh here, oh-oh-oh here
Oh I ask myself, what am I doin' here?
Oh-oh-oh here, oh-oh-oh here
And I can't wait 'til we can break up out of here",44,0.0237,0.711,0.555,0,0.195,-6.58,0.0318,0.221,99.913
220,Here Comes The Sun,Kidz Bop Kids,2009-11-10,"Here comes the sun
Here comes the sun and I say, ""It's all right""

Little darling, it's been a long cold lonely winter
Little darling, it feels like years since it's been here

Here comes the sun
Here comes the sun and I say, ""It's all right""

Little darling, the smile's returning to the faces
Little darling, it seems like years since it's been here

Here comes the sun
Here comes the sun and I say, ""It's all right""

Sun, sun, sun, here he comes
Sun, sun, sun, here he comes
Sun, sun, sun, here he comes
Sun, sun, sun, here he comes
Sun, sun, sun, here he comes

Little darling, I feel that ice is slowly melting
Little darling, it seems like years since it's been clear

Here comes the sun
Here comes the sun and I say, ""It's all right""

Here comes the sun
Here comes the sun, it's all right, it's all right",14,0.0123,0.564,0.694,6.65e-06,0.184,-9.052,0.0277,0.354,129.874
221,Here Without You,Kidz Bop Kids,2004-02-24,"A hundred days have made me older
Since the last time that I saw your pretty face
A thousand lies have made me colder
And I don't think I can look at this the same
But all the miles that separate
Disappear now when I'm dreaming of your face

I'm here without you baby
But you're still on my lonely mind
I think about you baby
And I dream about you all the time

I'm here without you baby
But you're still with me in my dreams
And tonight it's only you and me, yeah

The miles just keep rollin'
As the people leave their way to say hello
I've heard this life is overrated
But I hope that it gets better as we go, oh yeah yeah

I'm here without you baby
But you're still on my lonely mind
I think about you baby
And I dream about you all the time

I'm here without you baby
But you're still with me in my dreams
And tonight girl it's only you and me

Everything I know and anywhere I go
It gets hard but it won't take away my love
And when the last one falls, when it's all said and done
It gets hard but it won't take away my love, whoa

I'm here without you baby
But you're still on my lonely mind
I think about you baby
And I dream about you all the time

I'm here without you baby
But you're still with me in my dreams
And tonight girl it's only you and me, yeah oh yeah oh",9,0.0328,0.278,0.443,0,0.1,-8.381,0.0287,0.242,143.935
222,Hero,Kidz Bop Kids,2002-08-20,"Let me be your hero

Would you dance
If I asked you to dance?
Would you run
And never look back?
Would you cry
If you saw me crying?
And would you save my soul, tonight?

Would you tremble
If I touched your lips?
Would you laugh?
Oh please tell me this
Now would you die
For the one you loved?
Hold me in your arms, tonight

I can be your hero, baby
I can kiss away the pain
I will stand by you forever
You can take my breath away

Would you swear
That you'll always be mine?
Or would you lie?
Would you run and hide?
Am I in too deep?
Have I lost my mind?
I don't care
You're here tonight

I can be your hero, baby
I can kiss away the pain
I will stand by you forever
You can take my breath away

Oh, I just want to hold you
I just want to hold you, oh, yeah
Am I in too deep?
Have I lost my mind?
Well, I don't care
You're here tonight

I can be your hero, baby
I can kiss away the pain, oh, yeah
I will stand by you forever
You can take my breath away

I can be your hero
I can kiss away the pain
And I will stand by you forever
You can take my breath away
You can take my breath away

I can be your hero",9,0.0748,0.532,0.246,7.09e-06,0.0906,-15.437,0.0437,0.0737,75.956
223,Heroes (We Could Be),Kidz Bop Kids,2015-03-24,"We go hideaway in daylight
We go undercover, wait out the sun
Got a secret side in plain sight
Where the streets are empty
That's where we run
Everyday people do
Everyday things but I
Can't be one of them
I know you hear me now
We are a different kind
We can do anything
We could be heroes
We could be heroes
Me and you
We could be heroes
We could be heroes
Me and you
We could be
Anybody's got the power
They don't see it
'Cause they don't understand
Spinning round and round for hours
You and me we got the world in our hands
Everyday people do
Everyday things but I
Can't be one of them
I know you hear me now
We are a different kind
We can do anything
We could be heroes
We could be heroes
Me and you
We could be heroes
We could be heroes
Me and you
We could be
We could be heroes
We could be heroes
Me and you
We could be
All we're looking for is love and a little light
Love and a little light
(We could be)
All we're looking for is love and a little light
Love and a little light
We could be heroes
We could be heroes
Me and you
We could be",25,0.0124,0.567,0.797,0,0.128,-2.351,0.0349,0.641,125.968
224,Hey Jude,Kidz Bop Kids,2009-11-10,"Hey Jude, don't make it bad
Take a sad song and make it better
Remember to let her into your heart
Then you can start to make it better
Hey Jude, don't be afraid
You were made to go out and get her
The minute you let her under your skin
Then you begin to make it better
And anytime you feel the pain, hey Jude, refrain
Don't carry the world upon your shoulders
For well you know that it's a fool who plays it cool
By making his world a little colder
Na, na, na, na, na, na, na, na, na
Hey Jude, don't let me down
You have found her, now go and get her
Remember to let her into your heart
Then you can start to make it better
So let it out and let it in, hey Jude, begin
You're waiting for someone to perform with
And don't you know that it's just you, hey Jude, you'll do
The movement you need is on your shoulder
Na, na, na, na, na, na, na, na, na, yeah
Hey Jude, don't make it bad
Take a sad song and make it better
Remember to let her under your skin
Then you'll begin to make it better
Better, better, better, better, better, oh
Na, na, na, na, na, na, na, na, na, hey Jude
Na, na, na, na, na, na, na, na, na, hey Jude
Na, na, na, na, na, na, na, na, na, hey Jude
Na, na, na, na, na, na, na, na, na, hey Jude
Na, na, na, na, na, na, na, na, na, hey Jude
Na, na, na, na, na, na, na, na, na",12,0.0181,0.489,0.484,0.00168,0.226,-8.052,0.0263,0.322,148.823
225,"Hey Look Ma, I Made It",Kidz Bop Kids,2019-08-09,"[Verse 1]
All my life, been working
And tonight is my appraisal
'Cause I'm a singer sellin' songs
And I'm on a record label
This world is full of demons
Stocks and bonds and all the traders
So I sang my song
Get up and leave
A climber and the bravest, yeah

[Pre-Chorus]
Are you ready for the sequel?
Ain't ready for the latest?
In the garden of evil
I'm gonna be the greatest
In a golden cathedral
I'll be praying for the faithless
And if you lose, boo-hoo

[Chorus]
Hey look ma, I made it
Hey look ma, I made it
Everything's comin' up aces, aces
If it’s a dream, don't wake me, don't wake me
I said, “Hey look ma, I made it.”

[Verse 2]
Friends are happy for me
Or they're nothing but these phonies
Then they celebrate my medals
Or they wanna take my trophies
Some are loyal soldiers
While these other thorns are rosy
And if you never know who you can trust
Then trust me, you'll be lonely, oh

[Pre-Chorus]
Are you ready for the sequel?
Ain't you ready for the latest?
In the garden of evil
I'm gonna be the greatest
In a golden cathedral
I'll be praying for the faithless
And if you lose, boo-hoo

[Chorus]
Hey look ma, I made it
Hey look ma, I made it
Everything's comin' up aces, aces
If it's a dream, don't wake me, don't wake me
I said, “Hey look ma, I made it, I made it.”
I said, “Hey look ma, I made it, I made it.”
I see it, I want it, I take it, take it
If it's a dream, don't wake me, don't wake me

[Outro]
I said, “Hey look ma, I made it.”
(Mama best believe it, Mama best believe it)
Hey look ma, I made it
(Think I must be dreamin', wide awake and dreamin')
Hey look ma, I made it
(Mama best believe it, Mama best believe it)
Hey look ma, I made it
(Think I must be dreamin')
Hey look ma, I made it",51,0.0111,0.648,0.855,0,0.0904,-5.64,0.0414,0.51,107.972
226,Hey Soul Sister,Kidz Bop Kids,2012-05-08,"Hey, hey, hey
Your lipstick stains on the front lobe of my left side brains
I knew I wouldn't forget you, and so I went and let you blow my mind
Your sweet moon beam, the smell of you in every single dream I dream
I knew when we collided, you're the one I have decided who's one of my kind
Hey soul sister, ain't that Mr. Mister on the radio, stereo, the way you move ain't fair, you know!
Hey soul sister, I don't want to miss a single thing you do...tonight
Hey, hey,hey
Just in time, I'm so glad you have a one-track mind like me
You gave my life direction, a game show love connection we can't deny
I'm so obsessed, my heart is bound to beat right out my untrimmed chest
I believe in you, like a virgin, you're Madonna, and I'm always gonna wanna blow your mind
Hey soul sister, ain't that Mr. Mister on the radio, stereo, the way you move ain't fair, you know!
Hey soul sister, I don't want to miss a single thing you do...tonight
The way you can cut a rug, watching you's the only drug I need
You're so gangsta, I'm so thug, you're the only one I'm dreaming of
You see, I can be myself now finally, in fact there's nothing I can't be
I want the world to see you be with me
Hey soul sister, ain't that Mr. Mister on the radio, stereo, the way you move ain't fair, you know!
Hey soul sister, I don't want to miss a single thing you do tonight
Hey soul sister, I don't want to miss a single thing you do...tonight
Hey, hey,hey
Hey, hey,hey
Tonight",39,0.00475,0.465,0.772,0,0.125,-6.74,0.0609,0.86,194.052
227,Hey There Delilah,Kidz Bop Kids,2008-02-19,"Hey there Delilah
What's it like in New York City?
I'm a thousand miles away
But girl, tonight you look so pretty
Yes you do
Times Square can't shine as bright as you
I swear it's true

Hey there Delilah
Don't you worry about the distance
I'm right there if you get lonely
Give this song another listen
Close your eyes
Listen to my voice, it's my disguise
I'm by your side

Oh it's what you do to me
Oh it's what you do to me
Oh it's what you do to me
Oh it's what you do to me
What you do to me

Hey there Delilah
I know times are getting hard
But just believe me, girl
Someday I'll pay the bills with this guitar
We'll have it good
We'll have the life we knew we would
My word is good

Hey there Delilah
I've got so much left to say
If every simple song I wrote to you
Would take your breath away
I'd write it all
Even more in love with me you'd fall
We'd have it all

Oh it's what you do to me
Oh it's what you do to me
Oh it's what you do to me
Oh it's what you do to me

A thousand miles seems pretty far
But they've got planes and trains and cars
I'd walk to you if I had no other way
Our friends would all make fun of us
And we'll just laugh along because we know
That none of them have felt this way
Delilah I can promise you
That by the time we get through
The world will never ever be the same
And you're to blame

Hey there Delilah
You be good and don't you miss me
Two more years and you'll be done with school
And I'll be making history like I do
You'll know it's all because of you
We can do whatever we want to
Hey there Delilah here's to you
This one's for you

Oh it's what you do to me
Oh it's what you do to me
Oh it's what you do to me
Oh it's what you do to me
What you do to me",14,0.459,0.488,0.303,0,0.115,-9.02,0.0306,0.375,103.73
228,Hey Ya,Kidz Bop Kids,2013-05-14,"One two three, oh

Come baby, don't mess around
Because she loves me so and this I know for sure
But does she really want to
But can't stand to see me walk out the door

Don't try to fight the feelin'
'Cause the thought alone is killing me right now
But thank God for Mom and Dad
For sticking to together 'cause we don't know how

Hey ya, hey ya
Hey ya, hey ya
Hey ya, hey ya
Hey ya, hey ya

You think you've got it, oh, you think you've got it
But got it, just don't get it 'cause there's nothing at all
We get together, oh, we get together
But separate's always better when there's feelings involved

If what they say is ""Nothing is forever""
Then what makes it, then what makes it
Then what makes it, then what makes it
Then what makes love the exception

So why oh, why oh, why oh, why oh, why oh
Are we so in denial when we know we're not happy here

Y'all don't want me here
You just wanna dance

Don't want to meet your daddy
HOOOOOOOOOOOOOOOO
Just want you in my caddy
HOOOOOOOOOOOOOOOO
Want to meet your momma
HOOOOOOOOOOOOOOOO
Want to meet your momma

""Alright now, alright now, fellows""
""Yeah""
""Now what's cooler, colder than bein' cool?""
""Ice cold""
""I can't hear ya""
""I say, what's, what's cooler than bein' cool?""
""Ice cold""

Alright, alright, alright, alright
Alright, alright, alright, alright
Alright, alright, alright, alright
Alright, alright, alright

""Now ladies?""
""Yeah""
""We gonna break this thing down in just a few seconds
Now don't have me break this thing down for nothin'
I wanna see y'all on your baddest behavior
Lend me some sugar, I am your neighbor""

Shake it, shake, shake it
Shake it, shake, shake it
Shake it, shake, shake it, shake it
Shake it, shake, shake it
Shake it like a Polaroid picture

Shake it, shake, shake it
Shake it, shake, shake it
Shake it, shake, shake it, shake it
Shake it like a Polaroid picture

Hey ya, hey ya
Hey ya, hey ya
Hey ya, hey ya
Hey ya, hey ya",22,0.0714,0.571,0.803,5.25e-05,0.802,-7.947,0.0465,0.883,159.04
229,Hide Away,Kidz Bop Kids,2016-01-01,"[Verse 1: Male + *Female*]
*Boys seem to like the girls who laugh at anything
The ones who get impressed before the second date
Girls seem to like the boys who don't appreciate*
All the money and the time that it takes

[Pre-Chorus: Male + *Female* + **Together**]
**To be fly as another**
Got my both eyes out for one that's right
**Guessing I just don't know where to find 'em**
*But I hope they all come out tonight*

[Chorus: *Female*]
*Where do the good boys go to hide away, hide away?
I'm a good, good girl who needs a little honesty
Looking high and low
Someone let me know
Where do the good boys go to hide away, hide away?*

[Verse 2: Male + *Female*]
*Boys seem to like the girls who answer on their cell
Talking them up about the songs they sing so well
But I'd rather find a boy who is down for the chase*
Putting in the time that it takes

[Pre-Chorus: Male + *Female* + **Together**]
**To be fly as another**
*To supply all of my heart's demands*
**Suit and tie 'cause undercover**
*He's gonna save my life like Superman (hey!)*

[Chorus: Male + *Female* + **Together**]
*Where do the good boys go to hide away, hide away?
I'm a good, good girl who needs a little honesty
Looking high and low
Someone let me know
Where do the good boys go to hide away, hide away?*

[Bridge: Male + *Female* + **Together**]
*Tell me where the good boys go
Tell me where the good boys go
Tell me where the good boys go
Won't somebody tell me, tell me?
Tell me where the good boys go
Tell me where the good boys go
Tell me where the good boys go
Tell me where the good boys go*

[Chorus: Male + *Female* + **Together**]
*Where do the good boys go to hide away, hide away?
I'm a good, good girl who needs a little honesty
Looking high and low
Someone let me know
Where do the good boys go to hide away, hide away?*

[Outro: Male + *Female* + **Together**]
*Hide away, hide away
Hide away, hide away
Looking high and low
Someone let me know
Where do the good boys go to hide away, hide away?*",24,0.0764,0.845,0.657,0,0.18,-5.082,0.0801,0.423,95.088
230,High Hopes,Kidz Bop Kids,2019-05-24,"[Intro]
High, high hopes

[Chorus]
Had to have high, high hopes for a living
Shooting for the stars when you knew that I was willing
Didn't have a dime, but I always had a vision
Always had high, high hopes (High, high hopes)
Had to have high, high hopes for a living
Didn't know how, but I always had a feeling
I was gonna be that one in a million
Always had high, high hopes

[Verse 1]
Mama said, fulfill the prophecy
Be something greater, go make a legacy
Manifest destiny, back in the day
We wanted everything, wanted everything
Mama said, burn your biographies
Rewrite your history, light up your wildest dreams
Museum victories, every day
We wanted everything, wanted everything

[Pre-Chorus]
Mama said don't give up, it's a little complicated
All tied up, no more love and I'd hate to see you waiting

[Chorus]
Had to have high, high hopes for a living
Shooting for the stars when you knew that I was willing
Didn't have a dime, but I always had a vision
Always had high, high hopes
Had to have high, high hopes for a living
Didn't know how, but I always had a feeling
I was gonna be that one in a million
Always had high, high hopes (High, high hopes)

[Verse 2]
Mama said, it's uphill for oddities
The stranger crusaders, ain't ever wannabes
The weird and the novelties don't ever change
We wanted everything, wanted everything

[Bridge]
Stay up on that rise
Stay up on that rise and never come down, oh
Stay up on that rise
Stay up on that rise and never come down

[Pre-Chorus]
Mama said don't give up, it's a little complicated
All tied up, no more love and I'd hate to see you waiting
They say it's all been done, but they haven't seen the best of me, eh-eh-eh
So I got one more run and it's gonna be a sight to see, eh-eh-eh

[Chorus]
Had to have high, high hopes for a living
Shooting for the stars when you knew that I was willing
Didn't have a dime, but I always had a vision
Always had high, high hopes (High, high hopes)
Had to have high, high hopes for a living
Didn't know how, but I always had a feeling
I was gonna be that one in a million
Always had high, high hopes (High, high hopes)
Had to have high, high hopes for a living
Shooting for the stars when you knew that I was willing
Didn't have a dime, but I always had a vision
Always had high, high hopes
Had to have high, high hopes for a living
Didn't know how, but I always had a feeling
I was gonna be that one in a million
Always had high, high hopes (High, high hopes)",55,0.29,0.648,0.775,0,0.117,-5.402,0.0406,0.753,81.998
231,Hoedown Throwdown,Kidz Bop Kids,2009-07-21,"Boom clap, boom de clap, de clap
Boom boom clap, boom de clap, de clap
Boom boom clap, boom de clap, de clap
Boom boom clap, boom de clap, de clap
Here we go

Boom de clap, de clap, boom boom clap
Boom de clap, de clap, boom boom clap
Boom de clap, de clap, boom boom clap
Boom de clap, de clap

Everybody come on off your seats
I'm gonna tell you about a beat
That's gonna make you move your feet

I'll give the barbecue show and tell you how to move
If you're 5 or 82 this is something you can do

Pop it, lock it, polka dot it, country fivin', hip hop hip
Put your arms in the sky, move side to side
Jump to the left, stick it, glide

Zigzag 'cross the floor, shuffle in diagonal
When the drum hits hands on your hips
One-footed 180 twist

And then a zigzag, step, slide
Lean in left, clap three times, shake it out, head to toe
Throw it all together, that's how we roll

Do the hoedown, throwdown
Do the hoedown, throwdown
Do the hoedown, throwdown
Throw it all together, that's how we roll

We get to four, five, six and you're feelin' busted
But it's not time to quit, practice makes you perfect

Pop it, lock it, polka dot it, country fivin', hip hop hip
Put your arms in the sky, move side to side
Jump to the left, stick it, glide

Zigzag 'cross the floor, shuffle in diagonal
When the drum hits hands on your hips
One-footed 180 twist

And then a zigzag, step, slide
Lean in left, clap three times, shake it out, head to toe
Throw it all together, that's how we roll

Do the hoedown, throwdown
Do the hoedown, throwdown
Do the hoedown, throwdown
Throw it all together, that's how we roll

Boom boom clap, boom de clap, de clap
Boom boom clap, boom de clap, de clap
Boom boom clap, boom de clap, de clap
Boom boom clap, boom de clap, de clap

Pop it, lock it, polka dot it, country fivin', hip hop hip
Put your arms in the sky, move side to side
Jump to the left, stick it, glide

Zigzag 'cross the floor, shuffle in diagonal
When the drum hits hands on your hips
One-footed 180 twist

And then a zigzag, step, slide
Lean in left, clap three times, shake it out, head to toe
Throw it all together, that's how we roll

Do the hoedown, throwdown
Do the hoedown, throwdown
Do the hoedown, throwdown
Throw it all together, that's how we roll

Do the hoedown, throwdown
Do the hoedown, throwdown
Do the hoedown, throwdown
Throw it all together, that's how we roll

Boom dap clap, boom de clap, clap, clap
Boom dap clap, boom de clap, clap
Boom de clap, boom de clap de clap
Throw it all together, that's how we roll, yeah",13,7.41e-05,0.703,0.837,0.042,0.0387,-6.828,0.0683,0.849,109.043
232,Ho Hey,Kidz Bop Kids,2013-07-16,"(Ho!)
(Hey!)
(Ho!)
(Hey!)
(Ho!) I've been trying to do it right
(Hey!) I've been living a lonely life
(Ho!) I've been sleeping here instead
(Hey!) I've been sleeping in my bed
(Ho!) I've been sleeping in my bed
Sleeping in my bed (Hey!)
(Ho!)
(Ho!) So show me family
(Hey!) All the blood that I will bleed
(Ho!) I don't know where I belong
(Hey!) I don't know where I went wrong
(Ho!) But I can write a song
(Hey!)
1, 2, 3
I belong with you, you belong with me, you're my sweetheart
I belong with you, you belong with me, you're my sweet
(Ho!)
(Hey!)
(Ho!)
(Hey!)
(Ho!) I don't think you're right for him
(Hey!) Think of what it might have been if you
(Ho!) Took a bus to China Town
(Hey!) I'd be standing on Canal
(Ho!) And Bowery
(Hey!)
(Ho!) And she'd be standing next to me
(Hey!)
1, 2, 3
I belong with you, you belong with me, you're my sweetheart
I belong with you, you belong with me, you're my sweetheart
Love we need it now
Let's hope for some
Cause oh, we're bleeding out
I belong with you, you belong with me, you're my sweetheart
I belong with you, you belong with me, you're my sweet
(Ho!)
(Hey!)
(Ho!)
(The last one)
(Hey!)",21,0.364,0.624,0.595,0,0.136,-6.054,0.0251,0.283,81.049
233,Walk Me Home,Kidz Bop Kids,2019-06-14,"I'm staring out into the night
Tryna hide the pain
Going to the place where love
And feeling good don't ever cost a thing
And the pain you feel is a different kind of pain
I'm going home
Back to the place where I belong
Where love has always been enough for me
I'm not running from
No, I think you got me all wrong
I don't regret this life I chose for me
These places and these faces are getting old
So I'm going home
Miles are getting longer it seems
The closer I get to you
I've not always been the best man
Or friend for you
But your love remains true and I don't know why
You always seem to give me another try
I'm going home
Back to the place where I belong
And where love has always been enough for me
I'm not running from
No, I think you got me all wrong
I don't regret this life I chose for me
But these places and these faces are getting old
Be careful what you wish for
'Cause you just might get it all
You just might get it all
And then some you don't want
Be careful what you wish for
'Cause you just might get it all
You just might get it all, yeah, yeah
Oh, I'm going home
Back to the place where I belong
Where love has always been enough for me
I'm not running from
No, I think you got me all wrong
I don't regret this life I chose for me
These places and these faces are getting old
So I'm going home
These places and these faces are getting old
So I'm going home, so I'm going home",45,0.0358,0.657,0.649,0,0.106,-5.39,0.0479,0.699,87.979
234,Honey I'm Good,Kidz Bop Kids,2015-07-10,"[Intro]
Nah nah, honey, I'm good
I could stay a while but I probably should not
I've got somebody back home
(home, home, home, home)

[Verse 1]
It's been a long night here
And a long night there
And these long, long days, oh they're everywhere
Hold up now, you seem nice
I will not lie, but if you ask what I'm doing tonight

[Pre-Chorus]
Ah baby, nah baby
You got me all wrong baby
My baby's already got all of my love

[Chorus]
So nah nah, honey, I'm good
I could stay a while but I probably should not
I've got somebody back home
And I should really call them on the phone
Nah nah, honey, I'm good
I could stay a while but I probably should not
I've got to bid you adieu
To another I will stay true
I will stay true

[Verse 2]
Now better ones than me have failed
Searching now for that holy grail
Now check it out, I've got her
And she got me
And you've got that look
But I kindly gotta be like

[Pre-Chorus]
Ah baby, nah baby
You got me all wrong baby
My baby's already got all of my love

[Chorus]
So nah nah, honey, I'm good
I could stay a while but I probably should not
I've got somebody back home
And I should really call them on the phone
Nah nah, honey, I'm good
I could stay a while but I probably should not
I've got to bid you adieu
To another I will stay true
I will stay true
I will stay true
I will stay true

[Bridge]
Oh, I assure ya, assure you will be somebody's night
But oh, I assure ya, assure ya, it sure will not be mine

[Chorus]
Ah nah, honey, I'm good
I could stay a while but I probably should not
I've got somebody back home
And I should really call them on the phone
Nah nah, honey, I'm good
I could stay a while but I probably should not
I've got somebody back home
And I should really call them on the phone
Nah nah, honey, I'm good
I could stay a while but I probably should not
I've got to bid you adieu
To another I will stay true
I will stay true
I will stay true
I will stay true
I will stay true",42,0.19,0.788,0.748,0,0.122,-6.078,0.0409,0.886,122.017
235,Hooked On A Feeling,Kidz Bop Kids,2004-01-01,"I can't stop this feeling
Deep inside of me
Boy, you just don't realize
What you do to me

Your lips are sweet as candy
The taste stays on my mind
You just keep me thirsty
For another cup of wine

When you hold me
In your arms so tight
You let me know
Everything's alright

I'm hooked on a feeling
I'm high on believing
That you're in love with me

I've got it bad for you, darling
But I don't need a cure
I'll just stay addicted
And hope I can endure

All the good love
When we're all alone
Keep it up boy
Yeah, you turn me on

I'm hooked on a feeling
I'm high on believing
That you're in love with me

When you hold me
In your arms so tight
You let me know
Everything's alright

I'm hooked on a feeling
I'm high on believing
That you're in love with me

I said, I'm hooked on a feeling
I'm high on believing
That you're in love with me

I said, I'm hooked on a feeling
I'm high on believing
That you're in love with me
Yeah yeah yeah yeah",11,0.0673,0.549,0.506,0,0.213,-9.795,0.0326,0.479,129.63
236,Hotline Bling,Kidz Bop Kids,2016-01-15,"[Chorus]
You used to call me on my, you used to, you used to, yeah
You used to call me on my cell phone
Any time you need to talk
Call me on my cell phone
Any time you need to talk
And I know when that hotline bling
I can only say one thing
I know when that hotline bling
I can only say one thing

[Verse 1]
Ever since I left the city, you
Got a situation for yourself now
Everybody knows and I feel left out
Girl you got me down, you got me stressed out
Cause ever since I left the city, you
Started caring less and going out more
Dancing your heart out there on the dance floor
Hangin' with some girls I've never seen before

[Chorus]
You used to call me on my cell phone
Any time you need to talk
Call me on my cell phone
Any time you need to talk
I know when that hotline bling
I can only say one thing
I know when that hotline bling
I can only say one thing

[Verse 2]
Ever since I left the city, you, you, you
You and me we just don't get along
You make me feel like I did you wrong
Going places where you don't belong
Ever since I left the city, you
You got exactly what you asked for
Running out of pages in your passport
Hanging with some girls I've never seen before

[Chorus]
You used to call me on my cell phone
Any time you need to talk
Call me on my cell phone
Any time you need to talk
And I know when that hotline bling
I can only say one thing
I know when that hotline bling
I can only say one thing

[Chorus]
You used to call me on my cell phone
Any time you need to talk
Call me on my cell phone
Any time you need to talk
And I know when that hotline bling
I can only say one thing
I know when that hotline bling
I can only say one thing
Ever since I left the city",36,0.02,0.8,0.879,1.75e-06,0.0853,-4.76,0.0409,0.604,135.053
237,Hot N Cold,Kidz Bop Kids,2009-01-01,"You change your mind like a girl changes clothes
Yeah, you be a mess like a girl I would know
And you always think, always speak cryptically
I should know that you're no good for me
'Cause you're hot and you're cold
You're yes and you're no
You're in and you're out
You're up and you're down
You're wrong when it's right
You're black and it's white
We fight, we break up
We kiss, we make up
You, you don't really wanna stay, no
But you, you don't really wanna go, oh
'Cause you're hot and you're cold
You're yes then you're no
You're in and you're out
You're up and you're down
We used to be just like twins, so in sync
The same energy now's a dead battery
Used to laugh 'bout nothing, now you're plain boring
I should know that you're not gonna change
'Cause you're hot and you're cold
You're yes and you're no
You're in and you're out
You're up and you're down
You're wrong when it's right
You're black and it's white
We fight, we break up
We kiss, we make up
You, you don't really wanna stay, no
But you, you don't really wanna go, oh
You're hot and you're cold
You're yes and you're no
You're in and you're out
You're up and you're down
Someone call the doctor
Got a case of a love disorder
Stuck on a roller coaster
Can't get off this ride
You change your mind like a girl changes clothes
'Cause you're hot and you're cold
You're yes and you're no
You're in and you're out
You're up and you're down
You're wrong when it's right
You're black and it's white
We fight, we break up
We kiss, we make up
You, you don't really wanna stay, no
But you, you don't really wanna go, oh
You're hot and you're cold
You're yes and you're no
You're in and you're out
You're up and you're down",16,0.00191,0.725,0.821,0,0.0714,-7.72,0.0373,0.861,132.009
