Title,Artist,ReleaseDate,Lyrics,Genres,Popularity,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Valence,Tempo,SwearCount,SentimentAverage,SwearlessSentimentAverage
Don't Stop The Music,The Treblemakers,2015-02-10,"[Bumper:]
Please don't stop the

[Bumper with the Treblemakers harmonizing:]
Please don't stop the, please don't stop the music (music, music, music)
Please don't stop the music (music, music, music)
Please don't stop the music (music, music, music)
Please don't stop the music (music, music, music)

[Verse 1: Bumper]
It's getting late
I'm making my way over to my favorite place
I gotta get my body moving, shake the stress away
I wasn't looking for nobody when you looked my way
Possible candidate, yeah
Who knew, that you'd be up in here lookin' like you do
You're making staying over here impossible
Baby I must say, your aura is incredible
If you don't have to go (don't)

[Bridge: Bumper]
Do you know what you've started?
I just came here to party
But now we're rocking on the dancefloor, acting naughty
Your hands around my waist
Just let the music play
We're hand in hand
Chest to chest and now we're face to face

[Chorus: Bumper with the Treblemakers harmonizing]
I wanna take you away
Let's escape into the music DJ let it play
I just can't refuse it
Like the way you do this
Keep on rockin to it
Please don't stop the, please don't stop the music
I wanna take you away
Let's escape into the music DJ let it play
I just can't refuse it
Like the way you do this
Keep on rockin to it
Please don't stop the, please don't stop the, please don't stop the music

[Verse 2: Bumper with the Treblemakers harmonizing]
Baby are you ready cause it's getting close
Don't you feel the passion ready to explode
What goes on between us no one has to know
This is a private show, oh

[Bridge: Bumper with the Treblemakers harmonizing]
Do you know what you've started?
I just came here to party
But now we're rockin on the dancefloor, acting naughty
Your hands around my waist
Just let the music play
We're hand in hand
Chest to chest and now we're face to face

[Chorus: Bumper with the Treblemakers harmonizing]
I wanna take you away
Let's escape into the music DJ let it play
I just can't refuse it
Like the way you do this
Keep on rockin to it
Please don't stop the, please don't stop the
I wanna take you away
Let's escape into the music DJ let it play
I just can't refuse it
Like the way you do this
Keep on rockin to it
Please don't stop the, please don't stop the, please don't stop the music
The music, please don't stop the music","['a cappella', 'college a cappella', 'hollywood']",47,0.0929,0.831,0.667,0.0,0.231,-6.492999999999999,0.11199999999999999,0.867,124.999,0,0.007905138339920948,0.007905138339920948
Don’t Let Me Down,Conor Maynard,2016-08-05,"[Verse 1]
Crashing, hit a wall
Right now I need a miracle
Hurry up now, I need a miracle
Stranded, reaching out
I call your name but you're not around
I call your name but you're not around

[Chorus]
I need you, I need you, I need you right now
Yeah, I need you right now
So don't let me, don't let me, don't let me down
I think I'm losing my mind now
It's in my head, darling I hope
That you'll be here, when I need you the most
So, so don't let me, don't let me, don't let me down
Don't let me down

[Verse 2]
No don't let me, don't let me, don't let me
No don't let me, no
Darling I hope
That you'll be here, when I need you the most
So don't let me, don't let me, don't let me down

Running out of time
I really thought you were on my side
But now there's nobody on my side, no

[Chorus]
I need you, I need you, I need you right now
Yeah, I need you right now
So don't let me, don't let me, don't let me down
I think I'm losing my mind now
It's in my head, darling I hope
That you'll be here, when I need you the most
So, so don't let me, don't let me, don't let me down
Don't let me down

No don't let me, don't let me, don't let me
No don't let me, no
Don't let me down, don't let me down
Don't let me down, no no no no
Don't let me, don't let me, don't let me
Don't let me, don't let me, don't let me
Don't let me down
Don't let me down
Don't let me down
Don't let me down
Don't let me down","['australian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']",69,0.9129999999999999,0.446,0.37,0.0,0.126,-8.447000000000001,0.0464,0.209,108.58,0,0.07586206896551724,0.07586206896551724
Downtown,Macklemore & Ryan Lewis,2016-02-26,"[Verse 1: Macklemore]
I went to the moped store, said ""Fuck it""
And salesman's like ""What up, what's your budget?""
And I'm like ""Honestly, I don't know nothing about mopeds""
He said ""I got the one for you, follow me""
Ooh, it's too real
Chromed out mirror, I don't need a windshield
Banana seat, a canopy on two wheels
Eight hundred cash, that's a hell of a deal
I'm headed...

[Verse 2: Grandmaster Caz, Kool Moe Dee & Melle Mel]
Downtown, cruising through the alley
Tip-toeing in the street like ballet
Pulled up, moped to the valet
White walls on the wheels like mayonnaise
Dope, my crew is ill, and all we need is two good wheels
Got gas in the tank, cash in the bank
And a bad little mama with her ass in my face
I'ma lick that, stick that, break her off, Kit-Kat
Snuck her in backstage, you don't need a wristband
Dope

[Verse 3: Macklemore]
Killing the game, 'bout to catch a body
Passed the Harley, Dukie on the Ducati
Timbaland, Khaled, Scott Storch, Birdman
Goddamn, man, everybody got Bugattis
But I'ma keep it hella 1987
Head into the dealership and drop a stack and cop a Kawasaki
I'm stunting on everybody, hella raw, pass the Wasabi
I'm so low that my scrotum's almost dragging up on the concrete
My seat is leather, alright, I'm lying, it's pleather
But girl, we could still ride together, oh
You don't need an Uber, you don't need a cab
Fuck a bus pass, you got a moped, man
She got 1988 Mariah Carey hair
Very rare, mom jeans on her derriere
Throwing up the West Side as we tear in the air
Stop by Pike Place, throwing fish to a player

[Pre-Chorus: Eric Nally]
Downtown, downtown (Downtown)
Downtown, downtown (Downtown)
She has her arms around your waist
With a balance that will keep her safe (Downtown)
Have you ever felt the warm embrace (Downtown)
Of a leather seat between your legs
Hey, hey-oh-ey-ey
Hey, hey-oh-ey-ey
Hey, hey-oh-ey-ey
Hey, hey-oh-ey-ey

[Chorus: Eric Nally]
Downtown
You don't want no beef, boy
Know I run the streets, boy
Better follow me towards
Downtown
What you see is what you get, girl
Don't ever forget, girl
Ain't seen nothing yet until you're
Downtown

[Verse 4: Grandmaster Caz, Kool Moe Dee & Melle Mel]
Dope
Cut the bullshit, get off my mullet
Stone washed, so raw, moped like a bullet, oh, yee-ow
You can't catch me, a po-po can't reprimand me
I'm in a B-Boy stance, I'm not dancing
I got your girl on the back going tandem
Cause I'm too damn quick, I'm too damn slick
Whole downtown yelling out ""Who that is?""

[Verse 5: Macklemore]
It's me, the M, the A-C, the K
Sounding like a French pimp from back in the day
I take her to Pend Oreille and I water skate
I mean, water ski, ollie, ollie, oxen free
I'm perusing down Fourth and they watching me
I do a headstand, the eagle lands on my seat
Well hello, but baby, the kickstand ain't free
Now do you or do you not wanna ride with me?
I got one girl, I got two wheels
She a big girl, but ain't a big deal
I like a big girl, I like 'em sassy
Going down the backstreet listening to Blackstreet
Running around the whole town
Neighbors yelling at me like, ""You need to slow down""
""Going thirty-eight, Dan, chill the fuck out
Mow your damn lawn and sit the hell down""
If I only had one helmet, I would give it to you, give it to you
Cruising down Broadway, girl, what a wonderful view, wonderful view
There's layers to this shit, player, tiramisu, tiramisu
Let my coat-tail drag but I ain't tearing my suit, tearing my suit

[Pre-Chorus: Eric Nally]
Downtown, downtown (Downtown)
Downtown, downtown
She has her arms around your waist
With a balance that will keep her safe
Have you ever felt the warm embrace
Of a leather seat between your legs

[Chorus: Eric Nally]
Downtown
You don't want no beef, boy
Know I run the streets, boy
Better follow me towards
Downtown
What you see is what you get, girl
Don't ever forget, girl
Ain't seen nothing yet until you're
Downtown

[Outro: All]
You don't want no beef, boy
Know I run the streets, boy
Better follow me towards
Downtown
What you see is what you get, girl
Don't ever forget, girl
Ain't seen nothing yet until you're
Downtown","['dance pop', 'pop', 'pop rap']",70,0.0916,0.828,0.609,1.21e-06,0.29100000000000004,-4.402,0.0694,0.7070000000000001,109.725,6,-0.015021459227467811,0.03695652173913044
Do You Remember,Jay Sean,2009-01-01,"[Verse 1: Jay Sean]
Hey, Jay Sean, Sean Paul
Yeah, Lil Jon
This one right here is for all the ladies
Ladies, who want to take it back
Holler at them Jay

I've been thinking about you
And how we used to be
Back when, it didn't have to end
We can start again

[Hook: Jay Sean & Lil Jon]
There's nothing left to say
Don't waste another day
Just you and me tonight
Everything will be okay

If it's alright with you
Then it's alright with me
Baby let's take this time
Let's make new memories

Do you remember
Do you remember
Do you remember
All of the times we had
Do you remember
Do you remember
Do you remember
All of the times we had
Let's bring it back, ohhhh
Let's bring it back, ohhhh
Let's bring it back, ohhhh
Let's bring it back, ohhhh
Let's bring it back, ohhhh

[Lil Jon]
Yo Jay, sing to these ladies

[Verse 2: Jay Sean]
So long, since you've been, missing
It's good to see you again
How you, how ya doin'
And how about me, don't let this happen again

[Hook: Jay Sean & Lil Jon]
There's nothing left to say
Don't waste another day
Just you and me tonight
Everything will be okay

If it's alright with you
Then it's alright with me
Baby let's take this time
Let's make new memories

Do you remember
Do you remember
Do you remember
All of the times we had
Do you remember
Do you remember
Do you remember
All of the times we had
Let's bring it back, ohhhh
Let's bring it back, ohhhh
Let's bring it back, ohhhh
Let's bring it back, ohhhh
Let's bring it back, ohhhh

[Verse 3: Sean Paul]
Yo ay girl yo bring it back to the time when you and me had just begun
When I was still your number one
Well it might seem far-fetched baby girl but it can't be done
I've got this feeling fire blazing and it's hot just like the sun
Know you feel it too my girl just freeze up may the good vibes run ...
Girl take a sip of the champange take a lil trip down my lane my girl
While you now every night you'll feel alright look I tell you dis girl atta my world
Don't change I'mma na Rearange Ay girl I'mma tell you straight dis atta my world
How many years do you want come kiss dis I know you miss this
That's what I heard that's what I heard that's what I heard word girl

[Hook: Jay Sean & Lil Jon]
There's nothing left to say
Don't waste another day
Just you and me tonight
Everything will be okay

If it's alright with you
Then it's alright with me
Baby let's take this time
Let's make new memories

Do you remember
Do you remember
Do you remember
All of the times we had
Do you remember
Do you remember
Do you remember
All of the times we had
Let's bring it back, ohhhh
Let's bring it back, ohhhh
Let's bring it back, ohhhh
Let's bring it back, ohhhh
Let's bring it back, ohhhh","['australian pop', 'dance pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",68,0.0242,0.855,0.6679999999999999,0.0,0.102,-4.8919999999999995,0.0644,0.8029999999999999,125.846,0,0.02027027027027027,0.02027027027027027
Do You Want To Build A Snowman?,Lea Michele,2019-10-25,"[Verse 1]
Do you want to build a snowman?
Come on, let's go and play
I never see you anymore
Come out the door, it's like you've gone away
We used to be best buddies, but now we're not
I wish you would tell me why
Do you want to build a snowman?
Doesn't have to be a snowman
Okay, bye

[Verse 2]
Do you want to build a snowman?
Or ride our bike around the halls
I think some company is overdue
I've started talking to the pictures on the walls
It gets a little lonely, all these empty rooms
Just watching the hours tick by
Do you want to build a snowman?
It doesn't have to be a snowman
Okay, bye

[Verse 3]
Oh-oh
Please I know you're in there
People are asking where you've been
They say, “Have courage” and I'm trying to
I'm right out here for you, just let me in
We only have each other
It's just you and me
What are we gonna do?
Do you want to build a snowman?
It doesn't have to be a snowman
Do you want to build a snowman?
It doesn't have to be a snowman
Okay, bye
Okay, bye","['hollywood', 'pop', 'post-teen pop']",51,0.9790000000000001,0.45799999999999996,0.198,0.0012900000000000001,0.14,-12.594000000000001,0.0387,0.441,121.89200000000001,0,0.13186813186813187,0.13186813186813187
Drag Me Down,One Direction,2015-11-13,"[Verse 1: Harry]
I've got fire for a heart, I'm not scared of the dark
You've never seen it look so easy
I got a river for a soul, and baby, you're a boat
Baby, you're my only reason

[Pre-Chorus: Louis]
If I didn't have you there would be nothing left
The shell of a man who could never be his best
If I didn't have you, I'd never see the sun
You taught me how to be someone, yeah

[Chorus: Liam & Niall & (Louis) & Harry​]
All my life, you stood by me
When no one else was ever behind me
All these lights, they can't blind me
With your love, nobody can drag me down
All my life, you stood by me
When no one else was ever behind me
All these lights, they can't blind me
With your love, nobody can drag me down
(Nobody, nobody)
​Nobody can drag me down​
(Nobody, nobody)
​Nobody can drag me down​

[Verse 2: Niall]
I've got fire for a heart, I'm not scared of the dark
You've never seen it look so easy
I got a river for a soul, and baby, you're a boat
Baby, you're my only reason

[Pre-Chorus: Harry]
If I didn't have you there would be nothing left
The shell of a man who could never be his best
If I didn't have you I'd never see the sun
You taught me how to be someone, yeah

[Chorus: Niall & Louis & (Harry) & ​Liam​]
All my life, you stood by me
When no one else was ever behind me
All these lights, they can't blind me
With your love, nobody can drag me down
Nobody, nobody
(Nobody can drag me down)
Nobody, nobody
(Nobody can drag me)
​All my life, you stood by me
When no one else was ever behind me
All these lights, they can't blind me
With your love, nobody can drag me down
All my life, you stood by me
When no one else was ever behind me
All these lights, they can't blind me
With your love, nobody can drag me down
Nobody, nobody
(Nobody can drag me down)
Nobody, nobody
(Nobody can drag me)
Nobody, nobody
(Nobody can drag me down)
Nobody, nobody
(Nobody can drag me down)","['boy band', 'dance pop', 'pop', 'post-teen pop', 'talent show']",77,0.109,0.73,0.703,0.0,0.0657,-5.672000000000001,0.0369,0.595,138.113,0,-0.005376344086021506,-0.005376344086021506
Dynamite,Taio Cruz,2010-01-01,"[Verse 1]
I came to dance, dance, dance, dance (Yeah)
I hit the floor 'cause that's my plans, plans, plans, plans (Yeah)
I'm wearing all my favorite brands, brands, brands, brands (Yeah)
Give me space for both my hands, hands, hands, hands, yeah, yeah

[Pre-Chorus]
Yeah, yeah
'Cause it goes on and on and on
And it goes on and on and on, yeah

[Chorus]
I throw my hands up in the air sometimes
Sayin' ""Ayo, gotta let go""
I wanna celebrate and live my life
Sayin' ""Ayo, baby, let's go""
'Cause we gon' rock this club
We gon' go all night
We gon' light it up
Like it's dynamite
'Cause I told you once
Now I told you twice
We gon' light it up
Like it's dynamite

[Verse 2]
I came to move, move, move, move (Yeah)
Get out the way of me and my crew, crew, crew, crew (Yeah)
I’m in the club so I’m gonna do, do, do, do (Yeah)
Just what the fuck, came here to do, do, do, do (Yeah)

[Pre-Chorus]
Yeah, yeah
'Cause it goes on and on and on
And it goes on and on and on, yeah

[Chorus]
I throw my hands up in the air sometimes
Sayin' ""Ayo, gotta let go""
I wanna celebrate and live my life
Sayin' ""Ayo, baby, let's go""
'Cause we gon' rock this club
We gon' go all night
We gon' light it up
Like it's dynamite
'Cause I told you once
Now I told you twice
We gon' light it up
Like it's dynamite

[Bridge]
I'm gonna take it all, I
I'm gonna be the last one standing
Higher overall, I
I'm gonna be the last one landing
'Cause I, I, I believe it
And I, I, I, I just want it all
I just want it all
I'm gonna put my hands in the air
Hands, hands in the air
Put yo' hands in the air

[Chorus]
I throw my hands up in the air sometimes
Sayin' ""Ayo, gotta let go""
I wanna celebrate and live my life
Sayin' ""Ayo, baby, let's go""
'Cause we gon' rock this club
We gon' go all night
We gon' light it up
Like it's dynamite
'Cause I told you once
Now I told you twice
We gon' light it up
Like it's dynamite","['dance pop', 'edm', 'pop', 'pop rap', 'post-teen pop']",71,0.0033200000000000005,0.754,0.804,0.0,0.0329,-3.177,0.0853,0.818,119.96799999999999,1,0.16822429906542055,0.18779342723004694
Eastside,Dylan Scott,2018-12-14,"When I was young, I fell in love
We used to hold hands, man, that was enough
Then we grew up, started to touch
Used to kiss under the light on the back of the bus
Oh no, your daddy didn't like me much
And he didn't believe me when I said you were the one
Oh, every day, she found a way out of the window to sneak out late

She used to meet me on the Eastside
In the city where the sun don't set
And every day, you know that we ride
Through the backstreets in a blue Corvette
Baby, you know I just wanna leave tonight
We can go anywhere we want
Drive down to the coast, jump in the seat
Just take my hand and come with me, yeah

We can do anything if we put our minds to it
Take your old life, then you put a line through it
My love is yours if you're willing to take it
Give me your heart 'cause I ain't gonna break it
So come away, starting today
Start a new life together in a different place
We know that love is how all these ideas came to be
So baby, run away with me

17, and we got a dream to have a family
A house, and everything in between
And then, oh, suddenly, we turned 23
And now we got pressure for taking our life more seriously
We got our dead-end jobs and got bills to pay
We have old friends are now our enemies
And now I'm, I'm thinking back to when I was young
Back to the day when I was falling in love

She used to meet me on the Eastside
In the city where the sun don't set
Every day, you know where we'd ride
Through the backstreets in a blue Corvette
Baby, you know I just wanna leave tonight
We can go anywhere we want
Drive down to the coast, jump in the sea
Just take my hand and come with me, yeah

We can do anything if we put our minds to it
Take your old life, then you put a line through it
My love is yours if you're willing to take it
Give me your heart 'cause I ain't gonna break it
So come away, starting today
Start a new life together in a different place
We know that love is how all these ideas came to be
So baby, run away with me

Run away now, run away now
Run away
Run away now, run away now
Run away

She used to meet me on the Eastside","['contemporary country', 'country road', 'modern country rock']",65,0.0122,0.541,0.7340000000000001,1.15e-06,0.0696,-5.235,0.0457,0.69,83.93799999999999,0,0.09523809523809523,0.09523809523809523
Electricity,Silk City,2018-09-06,"[Verse 1: Dua Lipa]
Falling into you, baby
Even electricity can't compare to what I feel
When I’m with you
Ooh, baby
Giving up my ghost for you
And now I'm see-through

[Pre-Chorus: Dua Lipa]
You give me a feeling, feeling so strong
I know you've been treating, treating yourself wrong
So let me care for you
Ooh, baby
I’ma love you differently
I'll give you electricity
Give it to you

[Chorus: Dua Lipa]
And even if I could
I wouldn't turn on you
And I would stop the world for you, you know
I wanna let you know, I'll never let this feeling go
This love has no ceiling, I cannot deny
Even if I could
I wouldn't turn on you
And I would stop the world for you and I
I wanna let you know, I'll never let this feeling go
This love has no ceiling, I cannot deny

[Verse 2: Dua Lipa]
All I see is you, lately
Wide awake and in my dreams
I see your face so vividly
I don't know what I'd do
Ooh, baby
If you only saw a friend in me
I’d be bittersweet

[Pre-Chorus: Dua Lipa]
You give me a feeling, feeling so strong
I know you’ve been treating, treating yourself wrong
So let me care for you
Ooh, baby
I'ma love you differently
I’ll give you electricity
Give it to you

[Chorus: Dua Lipa]
And even if I could
I wouldn't turn on you
And I would stop the world for you, you know
I wanna let you know, I'll never let this feeling go
This love has no ceiling, I cannot deny
Even if I could
I wouldn't turn on you
And I would stop the world for you and I
I wanna let you know, I’ll never let this feeling go
This love has no ceiling, I cannot deny

[Bridge: Dua Lipa]
I feel electric, baby
So electric, baby
Wanna let you know, let you know, ooh
I think I'm ready, baby
I think I'm ready, now
Electricity, I'm flowing in to you
I feel electric, baby (I want it, I need it)
So electric, baby (This current between us)
Wanna let you know, let you know (This flow, this feeling tonight)
I think I'm ready, baby (I want it, I need it)
I think I'm ready, now (This current between us)
Electricity, I'm flowing in to you (This flow, this feeling tonight)

[Chorus: Dua Lipa]
And even if I could
I wouldn't turn on you
And I would stop the world for you, you know
I wanna let you know, I'll never let this feeling go
This love has no ceiling, I cannot deny
Even if I could
I wouldn't turn on you
And I would stop the world for you and I
I wanna        let you know, I'll never let this feeling go
This love has no ceiling, I cannot deny

[Outro: Dua Lipa]
I feel electric, baby
So electric, baby
Wanna let you know, let you know
(I want it, I need it)
I think I'm ready, baby
(This current between us)
I think I'm ready, now
(This flow, this feeling)
Electricity (Woohoo)
I feel electric, baby
So electric, baby
Wanna let you know, let you know
I think I'm ready, baby
I think I'm ready, now
Electricity","['edm', 'house', 'tropical house']",82,0.0104,0.588,0.67,3.33e-06,0.33799999999999997,-6.439,0.0473,0.505,118.15899999999999,0,0.04792332268370607,0.04792332268370607
End Game,Taylor Swift,2017-11-10,"[Chorus: Taylor Swift & Future]
I wanna be your end game
I wanna be your first string
I wanna be your A-Team (Whoa, whoa, whoa)
I wanna be your end game, end game

[Post-Chorus: Taylor Swift & Future]
Big reputation, big reputation
Ooh, you and me, we got big reputations, ah
And you heard about me, ooh
I got some big enemies (Yeah)
Big reputation, big reputation
Ooh, you and me would be a big conversation, ah (Git, git)
And I heard about you, ooh (Yeah)
You like the bad ones, too

[Verse 1: Future]
You so dope, don't overdose
I’m so stoked, I need a toast
We do the most, I'm in the Ghost like I'm whippin’ a boat
I got a reputation, girl that don't precede me (Yeah)
I'm one call away whenever you need me (Yeah)
I'm in a G5 (Yeah), come to the A-Side (Yeah)
I got a bad boy persona, that's what they like (what they like)
You love it, I love it too 'cause you my type (You my type)
You hold me down, and I protect you with my life

[Pre-Chorus: Taylor Swift & Future]
I don't wanna touch you, I don't wanna be
Just another ex-love you don’t wanna see
I don’t wanna miss you (I don't wanna miss you)
Like the other girls do
I don’t wanna hurt you, I just wanna be
Drinking on a beach with you all over me
I know what they all say (I know what they all say)
But I ain't tryna play

[Chorus: Taylor Swift]
I wanna be your end game (End game)
I wanna be your first string (First string)
I wanna be your A-Team (A-Team)
I wanna be your end game, end game

[Verse 2: Ed Sheeran]
Knew her when I was young, reconnected when we were little bit older
Both sprung, I got issues and chips on both of my shoulders
Reputation precedes me, in rumors, I'm knee-deep
The truth is, it's easier to ignore it, believe me
Even when we’d argue, we'd not do it for long
And you understand the good and bad end up in the song
For all your beautiful traits, and the way you do it with ease
For all my flaws, paranoia, and insecurities
I've made mistakes and made some choices, that's hard to deny
After the storm, something was born on the 4th of July
I've passed days without fun, this end game is the one
With four words on the tip of my tongue, I'll never say it

[Pre-Chorus: Taylor Swift]
I don't wanna touch you, I don't wanna be
Just another ex-love you don't wanna see
I don't wanna miss you (I don't wanna miss you)
Like the other girls do
I don't wanna hurt you, I just wanna be
Drinking on a beach with you all over me
I know what they all say, yeah
But I ain't tryna play

[Chorus: Taylor Swift]
I wanna be your end game (End game)
I wanna be your first string (Wanna be your first string)
I wanna be your A-Team (A-Team)
I wanna be your end game, end game

[Post-Chorus: Taylor Swift & Future]
Big reputation, big reputation
Ooh, you and me, we got big reputations, ah
And you heard about me, ooh
I got some big enemies
Hey, big reputation, big reputation
Ooh, you and me would be a big conversation, ah
And I heard about you, ooh
You like the bad ones, too

[Verse 3: Taylor Swift]
I hit you like bang, we tried to forget it, but we just couldn't
And I bury hatchets, but I keep maps of where I put 'em
Reputation precedes me, they told you I'm crazy
I swear I don't love the drama, it loves me
And I can't let you go, your hand prints on my soul
It's like your eyes are liquor, it's like your body is gold
You've been calling my bluff on all my usual tricks
So here's the truth from my red lips

[Chorus: Taylor Swift, Future, & Ed Sheeran]
I wanna be your end game (End game)
I wanna be your first string (Me and you, first string)
I wanna be your A-Team (Be your A-Team now, A-Team)
I wanna be your end game, end game
I wanna be your end game (Oh, I do)
I wanna be your first string (First string)
I wanna be your A-Team (A-Team)
I wanna be your end game, end game","['pop', 'post-teen pop']",70,0.00845,0.649,0.589,0.0,0.10800000000000001,-6.237,0.0558,0.151,159.07299999999998,0,0.1037037037037037,0.1037037037037037
